mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
18	17	101/2	101/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	250									37
18	17	203/4	203/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	251									37
18	17	51	51	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	252									37
18	17	205/4	205/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	253									
18	17	97/2	97/2	0.0	0	0	Dynamic	6/8	3	1	0						p								
18	17	97/2	97/2	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	254									38
18	17	195/4	195/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	255									38
18	17	49	49	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	256									38
18	17	197/4	197/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	257									38
18	17	99/2	99/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	258									38
18	17	199/4	199/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	259									
18	17	50	50	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	260									39
18	17	201/4	201/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	261									39
18	17	101/2	101/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	262									39
18	17	203/4	203/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	263									39
18	17	51	51	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	264									39
18	17	205/4	205/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	265									
18	17	97/2	97/2	0.0	0	0	Dynamic	6/8	4	1	0						p								
18	17	97/2	97/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	266									
18	17	50	50	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	267									
19	18	103/2	103/2	0.0	0	0	Chord	6/8	1	1	0	grace16		1/16	1	268									
19	18	103/2	103/2	0.0	0	0	Chord	6/8	1	1	0	grace16		1/16	1	269									
19	18	103/2	103/2	0.0	0	0	Chord	6/8	1	1	0	grace16		1/16	1	270									
19	18	103/2	103/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	271									
19	18	53	53	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16		1/16	1	272									
19	18	53	53	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16		1/16	1	273									
19	18	53	53	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16		1/16	1	274									
19	18	53	53	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	275									
19	18	103/2	103/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	276									40
19	18	207/4	207/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	277									40
19	18	52	52	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	278									40
19	18	209/4	209/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	279									40
19	18	105/2	105/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	280									40
19	18	211/4	211/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	281									
19	18	53	53	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	282									41
19	18	213/4	213/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	283									41
19	18	107/2	107/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	284									41
19	18	215/4	215/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	285									41
19	18	54	54	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	286									41
19	18	217/4	217/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	287									
19	18	103/2	103/2	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	288									42
19	18	207/4	207/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	289									42
19	18	52	52	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	290									42
19	18	209/4	209/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	291									42
19	18	105/2	105/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	292									42
19	18	211/4	211/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	293									
19	18	53	53	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	294									43
19	18	213/4	213/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	295									43
19	18	107/2	107/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	296									43
19	18	215/4	215/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	297									43
19	18	54	54	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	298									43
19	18	217/4	217/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	299									
19	18	103/2	103/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	300									
19	18	53	53	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	301									
20	19	109/2	109/2	3.0	0	0	Chord	6/8	1	1	3/4			1/2	3/2	302									
20	19	109/2	109/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	303									44
20	19	219/4	219/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	304									44
20	19	55	55	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	305									44
20	19	221/4	221/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	306									44
20	19	111/2	111/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	307									44
20	19	223/4	223/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	308									
20	19	56	56	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	309									45
20	19	225/4	225/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	310									45
20	19	113/2	113/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	311									45
20	19	227/4	227/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	312									45
20	19	57	57	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	313									45
20	19	229/4	229/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	314									
20	19	109/2	109/2	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	315									46
20	19	219/4	219/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	316									46
20	19	55	55	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	317									46
20	19	221/4	221/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	318									46
20	19	111/2	111/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	319									46
20	19	223/4	223/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	320									
20	19	56	56	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	321									47
20	19	225/4	225/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	322									47
20	19	113/2	113/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	323									47
20	19	227/4	227/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	324									47
20	19	57	57	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	325									47
20	19	229/4	229/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	326									
20	19	109/2	109/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	327									
20	19	56	56	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	328									
21	20	115/2	115/2	3.0	0	0	Chord	6/8	1	1	3/4			1/2	3/2	329									
21	20	115/2	115/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	330									48
21	20	231/4	231/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	331									48
21	20	58	58	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	332									48
21	20	233/4	233/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	333									48
21	20	117/2	117/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	334									48
21	20	235/4	235/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	335									
21	20	59	59	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	336									49
21	20	237/4	237/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	337									49
21	20	119/2	119/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	338									49
21	20	239/4	239/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	339									49
21	20	60	60	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	340									49
21	20	241/4	241/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	341									
21	20	115/2	115/2	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	342									50
21	20	231/4	231/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	343									50
21	20	58	58	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	344									50
21	20	233/4	233/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	345									50
21	20	117/2	117/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	346									50
21	20	235/4	235/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	347									
21	20	59	59	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	348									51
21	20	237/4	237/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	349									51
21	20	119/2	119/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	350									51
21	20	239/4	239/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	351									51
21	20	60	60	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	352									51
21	20	241/4	241/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	353									
21	20	115/2	115/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	354									
21	20	59	59	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	355									
22	21	121/2	121/2	0.0	0	0	Dynamic	6/8	1	1	0						other-dynamics								
22	21	121/2	121/2	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	356									52
22	21	243/4	243/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	357									52
22	21	61	61	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	358									52
22	21	245/4	245/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	359									52
22	21	123/2	123/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	360									52
22	21	247/4	247/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	361									
22	21	62	62	0.0	3/8	3/8	Dynamic	6/8	1	1	0						other-dynamics								
22	21	62	62	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	362									53
22	21	249/4	249/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	363									53
22	21	125/2	125/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	364									53
22	21	251/4	251/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	365									53
22	21	63	63	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	366									53
22	21	253/4	253/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	367									
22	21	121/2	121/2	0.0	0	0	Dynamic	6/8	2	1	0						other-dynamics								
22	21	121/2	121/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	368									54
22	21	243/4	243/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	369									54
22	21	61	61	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	370									54
22	21	245/4	245/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	371									54
22	21	123/2	123/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	372									54
22	21	247/4	247/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	373									
22	21	62	62	0.0	3/8	3/8	Dynamic	6/8	2	1	0						other-dynamics								
22	21	62	62	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	374									55
22	21	249/4	249/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	375									55
22	21	125/2	125/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	376									55
22	21	251/4	251/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	377									55
22	21	63	63	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	378									55
22	21	253/4	253/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	379									
22	21	121/2	121/2	0.0	0	0	Dynamic	6/8	3	1	0						other-dynamics								
22	21	121/2	121/2	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	380									56
22	21	243/4	243/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	381									56
22	21	61	61	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	382									56
22	21	245/4	245/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	383									56
22	21	123/2	123/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	384									56
22	21	247/4	247/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	385									
22	21	62	62	0.0	3/8	3/8	Dynamic	6/8	3	1	0						other-dynamics								
22	21	62	62	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	386									57
22	21	249/4	249/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	387									57
22	21	125/2	125/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	388									57
22	21	251/4	251/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	389									57
22	21	63	63	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	390									57
22	21	253/4	253/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	391									
22	21	121/2	121/2	0.0	0	0	Dynamic	6/8	4	1	0						other-dynamics								
22	21	121/2	121/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	392									
22	21	61	61	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	393									
22	21	123/2	123/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	394									
22	21	62	62	0.0	3/8	3/8	Dynamic	6/8	4	1	0						other-dynamics								
22	21	62	62	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	395									
22	21	125/2	125/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	396									
22	21	63	63	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	397									
23	22	127/2	127/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	398									58
23	22	64	64	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	399									58
23	22	129/2	129/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	400									
23	22	65	65	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	401									
23	22	66	66	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	402									59
23	22	265/4	265/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	403									
23	22	127/2	127/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	404									
23	22	64	64	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	405									
23	22	129/2	129/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	406									
23	22	65	65	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	407									
23	22	127/2	127/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	408									
23	22	64	64	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	409									
23	22	129/2	129/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	410									
23	22	65	65	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	411									
23	22	127/2	127/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	412									
23	22	64	64	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	413									
23	22	129/2	129/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	414									
23	22	65	65	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	415									
24	23	133/2	133/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	416									
24	23	67	67	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	417									
24	23	135/2	135/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	418									
24	23	68	68	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	419									
24	23	69	69	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	420									60
24	23	277/4	277/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	421									
24	23	133/2	133/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	422									
24	23	67	67	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	423									
24	23	135/2	135/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	424									
24	23	68	68	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	425									
24	23	133/2	133/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	426									
24	23	67	67	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	427									
24	23	135/2	135/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	428									
24	23	68	68	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	429									
24	23	133/2	133/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	430									
24	23	67	67	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	431									
24	23	135/2	135/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	432									
24	23	68	68	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	433									
25	24	139/2	139/2	0.0	0	0	Dynamic	6/8	1	1	0						p								
25	24	139/2	139/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	434									61
25	24	70	70	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	435									61
25	24	141/2	141/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	436									
25	24	71	71	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	437									62
25	24	143/2	143/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	438									62
25	24	72	72	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	439									
26	25	145/2	145/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	440									63
26	25	74	74	1.5	3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	441									
26	25	291/4	291/4	0.0	1/16	1/16	Dynamic	6/8	2	1	0						pp								
26	25	291/4	291/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	442									64
26	25	73	73	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	443									64
26	25	293/4	293/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	444									64
26	25	147/2	147/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	445									64
26	25	295/4	295/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	446									
26	25	297/4	297/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	447									65
26	25	149/2	149/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	448									65
26	25	299/4	299/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	449									65
26	25	75	75	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	450									65
26	25	301/4	301/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	451									
26	25	145/2	145/2	0.0	0	0	Dynamic	6/8	3	1	0						pp								
26	25	145/2	145/2	1.5	0	0	Chord	6/8	3	1	3/8			1/4	3/2	452									66
26	25	74	74	1.5	3/8	3/8	Chord	6/8	3	1	3/8			1/4	3/2	453									
26	25	145/2	145/2	0.0	0	0	Dynamic	6/8	4	1	0						pp								
26	25	145/2	145/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	454									67
26	25	74	74	1.5	3/8	3/8	Chord	6/8	4	1	3/8			1/4	3/2	455									
27	26	151/2	151/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	456									68
27	26	77	77	1.5	3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	457									
27	26	303/4	303/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	458									69
27	26	76	76	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	459									69
27	26	305/4	305/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	460									69
27	26	153/2	153/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	461									69
27	26	307/4	307/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	462									
27	26	309/4	309/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	463									70
27	26	155/2	155/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	464									70
27	26	311/4	311/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	465									70
27	26	78	78	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	466									70
27	26	313/4	313/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	467									
27	26	151/2	151/2	1.5	0	0	Chord	6/8	3	1	3/8			1/4	3/2	468									71
27	26	77	77	1.5	3/8	3/8	Chord	6/8	3	1	3/8			1/4	3/2	469									
27	26	151/2	151/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	470									72
27	26	77	77	1.5	3/8	3/8	Chord	6/8	4	1	3/8			1/4	3/2	471									
28	27	157/2	157/2	0.0	0	0	StaffText	6/8	1	1	0								"<font size=""6.4""/><i>cresc.</i>"						
28	27	157/2	157/2	3.0	0	0	Chord	6/8	1	1	3/4			1/2	3/2	472									
28	27	315/4	315/4	0.0	1/16	1/16	StaffText	6/8	2	1	0								"<font size=""6.4""/><i>cresc.</i>"						
28	27	315/4	315/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	473									73
28	27	79	79	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	474									73
28	27	317/4	317/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	475									73
28	27	159/2	159/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	476									73
28	27	319/4	319/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	477									
28	27	321/4	321/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	478									74
28	27	161/2	161/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	479									74
28	27	323/4	323/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	480									74
28	27	81	81	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	481									74
28	27	325/4	325/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	482									
28	27	157/2	157/2	0.0	0	0	StaffText	6/8	4	1	0								"<i><font size=""6.4""/>cresc.</i>"						
28	27	157/2	157/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	483									
28	27	80	80	1.5	3/8	3/8	Chord	6/8	4	1	3/8			1/4	3/2	484									
29	28	163/2	163/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	485									
29	28	82	82	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	486									
29	28	165/2	165/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	487									
29	28	83	83	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	488									75
29	28	84	84	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	489									
29	28	163/2	163/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	490									
29	28	82	82	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	491									
29	28	165/2	165/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	492									
29	28	83	83	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	493									76
29	28	84	84	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	494									
29	28	163/2	163/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	495									
29	28	82	82	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	496									
29	28	165/2	165/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	497									
29	28	83	83	1.5	3/8	3/8	Chord	6/8	3	1	3/8			1/4	3/2	498									
29	28	163/2	163/2	1.5	0	0	Chord	6/8	4	1	3/8		r8	1/4	3/2	499									
29	28	83	83	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	500									77
29	28	84	84	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	501									
30	29	169/2	169/2	0.0	0	0	Dynamic	6/8	1	1	0						fz								
30	29	169/2	169/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	502									78
30	29	171/2	171/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	503									
30	29	86	86	0.0	3/8	3/8	Dynamic	6/8	1	1	0						fz								
30	29	86	86	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	504									79
30	29	87	87	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	505									
30	29	169/2	169/2	0.0	0	0	Dynamic	6/8	2	1	0						fz								
30	29	169/2	169/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	506									
30	29	171/2	171/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	507									
30	29	86	86	0.0	3/8	3/8	Dynamic	6/8	2	1	0						fz								
30	29	86	86	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	508									
30	29	87	87	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	509									
30	29	169/2	169/2	0.0	0	0	Dynamic	6/8	3	1	0						fz								
30	29	169/2	169/2	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	510									80
30	29	171/2	171/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	511									
30	29	86	86	0.0	3/8	3/8	Dynamic	6/8	3	1	0						fz								
30	29	86	86	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	512									81
30	29	87	87	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	513									
30	29	169/2	169/2	0.0	0	0	Dynamic	6/8	4	1	0						fz								
30	29	169/2	169/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	514									82
30	29	171/2	171/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	515									
30	29	86	86	0.0	3/8	3/8	Dynamic	6/8	4	1	0						fz								
30	29	86	86	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	516									83
30	29	87	87	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	517									
